Protein_ID (FAMeDB)	Protein name (as in reference)	Protein description	Protein names (Uniprot)	Acc.No.	locus tag (alternative e.g. not in uniprot)	InterPro	InterPro description	EC number (eggNOG)	Ortholog_Cluster_(similarity_of_domain_composition)	KEGG_ko_kofam	KEGG_ko_koala	Organism	Organism (ID)	Taxonomic lineage (Ids)	References (DOI ID)
NRRL3_05989	HcsA	Hydroxycinnamate-CoA synthase		N/A		IPR042099; IPR045851; IPR000873; IPR020845	ANL, N-terminal domain; AMP-binding enzyme, C-terminal domain superfamily; AMP-dependent synthetase/ligase domain; AMP-binding, conserved site	N/A	121	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_05990	KatA	3-Ketoacyl CoA thiolase		N/A		IPR020613; IPR002155; IPR020617; IPR016039; IPR050215; IPR020610; IPR020616	Thiolase, conserved site; Thiolase; Thiolase, C-terminal; Thiolase-like; Thiolase-like superfamily, Thiolase; Thiolase, active site; Thiolase, N-terminal	2.3.1.16	53	K07513	K07513	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_00621	TheA	Thioesterase		N/A		IPR029069; IPR006683; IPR039298	HotDog domain superfamily; Thioesterase domain; Acyl-coenzyme A thioesterase 13	N/A	116	K17362	K17362	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_01539	TheB	Thioesterase		N/A		IPR006683; IPR029069; IPR052061	Thioesterase domain; HotDog domain superfamily; Post-transcriptional expression and antimicrobial biosynthesis protein	N/A	119	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_02735	TheC	Thioesterase		N/A		IPR049449; IPR042171; IPR029069; IPR003703; IPR049450	Acyl-CoA thioesterase-like, N-terminal HotDog domain; Acyl-CoA thioesterase, double hotdog domain; HotDog domain superfamily; Acyl-CoA thioesterase; Acyl-CoA thioesterase-like, C-terminal domain	3.1.2.2,3.1.2.27	120	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_06009	TheD	Thioesterase		N/A		IPR029069; IPR039298; IPR006683; IPR003736	HotDog domain superfamily; Acyl-coenzyme A thioesterase 13; Thioesterase domain; Phenylacetic acid degradation-related domain	N/A	116	K17362	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
Q9P979	FaeA_Aspaw	Feruloyl esterase A (EC 3.1.1.73) (Ferulic acid esterase A) (FAEA) (Feruloylesterase)	Feruloyl esterase A (EC 3.1.1.73) (Ferulic acid esterase A) (FAEA) (Feruloylesterase)	Q9P979		IPR002921; IPR029058; IPR051299	Fungal lipase-type domain; Alpha/Beta hydrolase fold; Alpha/beta hydrolase lipase/esterase	3.1.1.73	27	K21016	K21016	Aspergillus awamori (Black koji mold)	105351	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052	
A0A2Z5YRQ9	A1PAD	Phenolic acid decarboxylase, putative	Phenolic acid decarboxylase	A0A2Z5YRQ9	LC369499	IPR008729; IPR012674	Phenolic acid decarboxylase; Calycin	N/A	17	N/A	N/A	Aspergillus luchuensis (White koji mold) (Aspergillus awamori var. kawachi)	1069201	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
A7YN26	ChlE	Chlorogenic acid esterase (EC 3.1.1.42) (Chlorogenic acid hydrolase) (CGA hydrolase)	Chlorogenic acid esterase (EC 3.1.1.42) (Chlorogenic acid hydrolase) (CGA hydrolase)	A7YN26		IPR029058; IPR019826; IPR002018; IPR019819; IPR050654	Alpha/Beta hydrolase fold; Carboxylesterase type B, active site; Carboxylesterase, type B; Carboxylesterase type B, conserved site; Acetylcholinesterase-related enzymes	N/A	33	N/A	K01050	Aspergillus niger	5061	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
Q8WZI8	FaeB	Feruloyl esterase B (EC 3.1.1.73)	Feruloyl esterase B (EC 3.1.1.73) (Cinnamoyl esterase) (CinnAE) (FAE-I) (Ferulic acid esterase B) (FAEB)	Q8WZI8		IPR011118; IPR029058	Tannase/feruloyl esterase; Alpha/Beta hydrolase fold	3.1.1.73	37	K09252	K09252	Aspergillus niger	5061	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
O42807	FaeA	Feruloyl esterase A (EC 3.1.1.73) (Cinnamoyl esterase) (FAE-III) (Ferulic acid esterase A)	Feruloyl esterase A (EC 3.1.1.73) (Cinnamoyl esterase) (FAE-III) (Ferulic acid esterase A)	O42807		IPR002921; IPR051299; IPR029058	Fungal lipase-type domain; Alpha/beta hydrolase lipase/esterase; Alpha/Beta hydrolase fold	3.1.1.73	27	K21016	K21016	Aspergillus niger	5061	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
A2QN56	ChlE_Aspnc	Chlorogenic acid hydrolase	Carboxylic ester hydrolase (EC 3.1.1.-)	A2QN56		IPR029058; IPR050654; IPR002018; IPR019826; IPR019819	Alpha/Beta hydrolase fold; Acetylcholinesterase-related enzymes; Carboxylesterase, type B; Carboxylesterase type B, active site; Carboxylesterase type B, conserved site	N/A	33	N/A	K01050	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
A2QSY5	FaeA_Aspnc	Feruloyl esterase A (EC 3.1.1.73) 	Probable feruloyl esterase A (EC 3.1.1.73) (Ferulic acid esterase A)	A2QSY5		IPR029058; IPR002921; IPR051299	Alpha/Beta hydrolase fold; Fungal lipase-type domain; Alpha/beta hydrolase lipase/esterase	3.1.1.73	27	K21016	K21016	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
A2QHE5	Fdc1_ohbA1	Cinnamic acid decarboxylase (sorbic acid decarboxylase)	Ferulic acid decarboxylase 1 (EC 4.1.1.102) (Phenacrylate decarboxylase)	A2QHE5		IPR048304; IPR032903; IPR002830; IPR049381; IPR049383	3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, Rift-related domain; Ferulic acid decarboxylase-like; UbiD decarboxylyase family; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, C-terminal domain; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, N-terminal domain	4.1.1.102	14	K20039	K20039	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
A2QHE3	PadA1	?avin prenyltransferase 	Flavin prenyltransferase PAD1, mitochondrial (EC 2.5.1.129)	A2QHE3		IPR004507; IPR036551; IPR003382	Flavin prenyltransferase UbiX-like; Flavin prenyltransferase-like; Flavoprotein	2.5.1.129	30	K03186	K03186	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
A2R0P6	PadA2	?avin prenyltransferase 	Flavin prenyltransferase PAD1, mitochondrial (EC 2.5.1.129)	A2R0P6		IPR036551; IPR004507; IPR003382	Flavin prenyltransferase-like; Flavin prenyltransferase UbiX-like; Flavoprotein	2.5.1.129	30	K03186	K03186	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
A2QSX4	PadA3	?avin prenyltransferase 	Flavin prenyltransferase PAD1, mitochondrial (EC 2.5.1.129)	A2QSX4		IPR036551; IPR003382; IPR004507	Flavin prenyltransferase-like; Flavoprotein; Flavin prenyltransferase UbiX-like	2.5.1.129	30	K03186	K03186	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
NRRL3_08296	CdcA	Cinnamic acid decarboxylase (sorbic acid decarboxylase)		N/A		IPR048304; IPR032903; IPR002830; IPR049381; IPR049383	3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, Rift-related domain; Ferulic acid decarboxylase-like; UbiD decarboxylyase family; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, C-terminal domain; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, N-terminal domain	4.1.1.102	14	K20039	K20039	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_08440	NRRL3_08440	Phenolic acid decarboxylase (homolog of AlPad)		N/A		IPR008729; IPR012674	Phenolic acid decarboxylase; Calycin	N/A	17	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_08298	PadA	?avin prenyltransferase 		N/A		IPR004507; IPR036551; IPR003382	Flavin prenyltransferase UbiX-like; Flavin prenyltransferase-like; Flavoprotein	2.5.1.129	30	K03186	K03186	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_08297	SdrA	Sorbic acid decarboxylase regulator		N/A		IPR001138; IPR004507; IPR036864; IPR007219	Zn(2)Cys(6) fungal-type DNA-binding domain; Flavin prenyltransferase UbiX-like; Zn(2)-C6 fungal-type DNA-binding domain superfamily; Xylanolytic transcriptional activator, regulatory domain	N/A	91	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
Q2UNW5	FaeA_Aspor	Feruloyl esterase	Probable feruloyl esterase A (EC 3.1.1.73) (Ferulic acid esterase A)	Q2UNW5		IPR051299; IPR002921; IPR029058	Alpha/beta hydrolase lipase/esterase; Fungal lipase-type domain; Alpha/Beta hydrolase fold	3.1.1.73	27	K21016	K21016	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5062	
Q2UP89	FaeB-1	Feruloyl esterase B-1 (EC 3.1.1.73) (Ferulic acid esterase B-1) (FAEB-1)	Probable feruloyl esterase B-1 (EC 3.1.1.73) (Ferulic acid esterase B-1) (FAEB-1)	Q2UP89		IPR029058; IPR011118	Alpha/Beta hydrolase fold; Tannase/feruloyl esterase	3.1.1.73	37	K09252	K09252	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5062	
Q2UMX6	FaeB-2	Feruloyl esterase	Probable feruloyl esterase B-2 (EC 3.1.1.73) (Ferulic acid esterase B-2) (FAEB-2)	Q2UMX6		IPR011118; IPR029058	Tannase/feruloyl esterase; Alpha/Beta hydrolase fold	3.1.1.73	37	K09252	K09252	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5062	
B9WJ66	FDC1_Candc	Ferulic acid decarboxylase 1 (EC 4.1.1.102) (Phenacrylate decarboxylase)	Ferulic acid decarboxylase 1 (EC 4.1.1.102) (Phenacrylate decarboxylase)	B9WJ66		IPR049381; IPR002830; IPR048304; IPR032903; IPR049383	3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, C-terminal domain; UbiD decarboxylyase family; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, Rift-related domain; Ferulic acid decarboxylase-like; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, N-terminal domain	4.1.1.102	14	K20039	K20039	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)	573826	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 42374	
A0A0K8JKL5	IFPad	Ferulic acid decarboxylase	Ferulic acid decarboxylase	A0A0K8JKL5	CUI18215	IPR012674; IPR008729	Calycin; Phenolic acid decarboxylase	N/A	17	N/A	N/A	Cordyceps farinosa	89141	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 474943, 45234	
A0A0A0WBD5	PadB3	Phenolic acid decarboxylase	Phenolic acid decarboxylase	A0A0A0WBD5	KM350704	IPR048304; IPR049381; IPR002830	3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, Rift-related domain; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, C-terminal domain; UbiD decarboxylyase family	4.1.1.102	14	N/A	N/A	Diaporthe liquidambaris	2025498	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5114, 767018, 36922	
A0A6C0PI29	Fae1	Feruloyl esterase 1 (EC 3.1.1.73) (Ferulic acid esterase 1)	Feruloyl esterase 1 (EC 3.1.1.73) (Ferulic acid esterase 1)	A0A6C0PI29		IPR002921; IPR029058; IPR051299	Fungal lipase-type domain; Alpha/Beta hydrolase fold; Alpha/beta hydrolase lipase/esterase	3.1.1.73	27	K21016	K21016	Penicillium parvum (Eupenicillium parvum)	70113	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5073	
Q7LLW9	Dmdh	D-mandelate dehydrogenase	D-mandelate dehydrogenase	Q7LLW9		IPR036291; IPR050223; IPR006139; IPR006140	NAD(P)-binding domain superfamily; D-isomer specific 2-hydroxyacid dehydrogenase; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	1.1.1.26	107	N/A	N/A	Rhodotorula graminis (Yeast)	29898	131567, 2759, 33154, 4751, 451864, 5204, 29000, 162481, 231213, 1799696, 5533	
P32953	P32953	L-mandelate dehydrogenase	(S)-mandelate dehydrogenase, mitochondrial (EC 1.1.99.31) (Flavocytochrome b) (L(+)-mandelate dehydrogenase) (L-MDH)	P32953		IPR018506; IPR000262; IPR001199; IPR037396; IPR036400; IPR037458; IPR013785	Cytochrome b5, heme-binding site; FMN-dependent dehydrogenase; Cytochrome b5-like heme/steroid binding domain; FMN hydroxy acid dehydrogenase domain; Cytochrome b5-like heme/steroid binding domain superfamily; L-mandelate/L-lactate dehydrogenase, FMN-binding domain; Aldolase-type TIM barrel	1.1.2.3	85	K00101	K00101	Rhodotorula graminis (Yeast)	29898	131567, 2759, 33154, 4751, 451864, 5204, 29000, 162481, 231213, 1799696, 5533	
P25377	ADH7	Cinnamyl alcohol dehydrogenase	NADP-dependent alcohol dehydrogenase 7 (EC 1.1.1.2) (NADP-dependent alcohol dehydrogenase VII) (ADHVII)	P25377	YCR105W	IPR047109; IPR013154; IPR013149; IPR011032; IPR029752; IPR002328; IPR036291; IPR020843	Cinnamyl alcohol dehydrogenase-like; Alcohol dehydrogenase-like, N-terminal; Alcohol dehydrogenase-like, C-terminal; GroES-like superfamily; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1; Alcohol dehydrogenase, zinc-type, conserved site; NAD(P)-binding domain superfamily; Enoylreductase domain	1.1.1.2	78	N/A	K00002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	
Q03034	FDC1_Yeast	Ferulic acid decarboxylase	Ferulic acid decarboxylase 1 (EC 4.1.1.102) (Phenacrylate decarboxylase)	Q03034	YDR539W	IPR002830; IPR049381; IPR049383; IPR048304; IPR032903	UbiD decarboxylyase family; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, C-terminal domain; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, N-terminal domain; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, Rift-related domain; Ferulic acid decarboxylase-like	4.1.1.102	14	K20039	K20039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	
P33751	PAD1	Phenylacrylic Acid Decarboxylase	Flavin prenyltransferase PAD1, mitochondrial (EC 2.5.1.129) (Phenylacrylic acid decarboxylase 1) (PAD)	P33751	YDR538W	IPR036551; IPR003382; IPR004507	Flavin prenyltransferase-like; Flavoprotein; Flavin prenyltransferase UbiX-like	2.5.1.129	30	K03186	K03186	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	
B8LV47	FaeC	Feruloyl esterase C	Feruloyl esterase C (EC 3.1.1.73) (Ferulic acid esterase C) (FAE)	B8LV47		IPR011118; IPR029058	Tannase/feruloyl esterase; Alpha/Beta hydrolase fold	3.1.1.73	37	K09252	K09252	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	441959	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 2752537, 28564	
XP_008038353	TvMNX4	P-coumarate 3-monooxygenase		XP_008038353.1	TRAVEDRAFT_47635	IPR012941; IPR036249; IPR002938; IPR050641; IPR036188; IPR038220	Phenol hydroxylase-like, C-terminal dimerisation domain; Thioredoxin-like superfamily; FAD-binding domain; Rifampicin monooxygenase-like; FAD/NAD(P)-binding domain superfamily; Phenol hydroxylase, C-terminal TRX-fold domain superfamily	1.14.13.7	7	K03380	K03380	Trametes versicolor FP-101664 SS1	717944	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 5317, 5324, 5325, 717944	
NRRL3_03887	VdhA	Vanillin dehydrogenase		N/A		IPR016163; IPR029510; IPR015590; IPR016161; IPR050740; IPR016162	Aldehyde dehydrogenase, C-terminal; Aldehyde dehydrogenase, glutamic acid active site; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Aldehyde Dehydrogenase Superfamily; Aldehyde dehydrogenase, N-terminal	N/A	22	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_09897	VhyA	Vanillic acid monooxygenase		N/A		IPR002938; IPR036188; IPR050493	FAD-binding domain; FAD/NAD(P)-binding domain superfamily; FAD-dependent Monooxygenases in Biosynthesis and Metabolism	1.14.13.1	12	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
M2PHA3	Cs-AldhA	Aromatic aldehyde dehydrogenase	Aldehyde dehydrogenase domain-containing protein	M2PHA3	Cersu1_139148	IPR016160; IPR016162; IPR015590; IPR016161; IPR016163; IPR029510	Aldehyde dehydrogenase, cysteine active site; Aldehyde dehydrogenase, N-terminal; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Aldehyde dehydrogenase, C-terminal; Aldehyde dehydrogenase, glutamic acid active site	1.2.1.3	22	K00128	K00128	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	
M2QTM7	Cs-AldhE	Aromatic aldehyde dehydrogenase	Succinate-semialdehyde dehydrogenase (EC 1.2.1.16)	M2QTM7	Cersu1_80075	IPR015590; IPR016161; IPR029510; IPR010102; IPR050740; IPR016162; IPR016163	Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Aldehyde dehydrogenase, glutamic acid active site; Succinate semialdehyde dehydrogenase; Aldehyde Dehydrogenase Superfamily; Aldehyde dehydrogenase, N-terminal; Aldehyde dehydrogenase, C-terminal	1.2.1.16,1.2.1.20,1.2.1.79	22	K00135	K00135	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	
M2QMV2	Cs-AldhH	Aromatic aldehyde dehydrogenase	Aldehyde dehydrogenase domain-containing protein	M2QMV2	Cersu1_87324	IPR029510; IPR016163; IPR016161; IPR015590; IPR016162; IPR016160; IPR044086	Aldehyde dehydrogenase, glutamic acid active site; Aldehyde dehydrogenase, C-terminal; Aldehyde/histidinol dehydrogenase; Aldehyde dehydrogenase domain; Aldehyde dehydrogenase, N-terminal; Aldehyde dehydrogenase, cysteine active site; Aldehyde dehydrogenase LUC3-like	N/A	22	N/A	N/A	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	
M2RBN8	Cs-AldhI	Aromatic aldehyde dehydrogenase	Aldehyde dehydrogenase domain-containing protein	M2RBN8	Cersu1_96047	IPR016163; IPR015590; IPR016162; IPR029510; IPR016161	Aldehyde dehydrogenase, C-terminal; Aldehyde dehydrogenase domain; Aldehyde dehydrogenase, N-terminal; Aldehyde dehydrogenase, glutamic acid active site; Aldehyde/histidinol dehydrogenase	N/A	22	N/A	N/A	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	
M2QTS0	Cs-AldhJ	Aromatic aldehyde dehydrogenase	Aldehyde dehydrogenase domain-containing protein	M2QTS0	Cersu1_116214	IPR016161; IPR016162; IPR015590; IPR029510; IPR016163	Aldehyde/histidinol dehydrogenase; Aldehyde dehydrogenase, N-terminal; Aldehyde dehydrogenase domain; Aldehyde dehydrogenase, glutamic acid active site; Aldehyde dehydrogenase, C-terminal	N/A	22	N/A	N/A	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	
M2RUL9	Cs-AldhK	Aromatic aldehyde dehydrogenase	methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	M2RUL9	Cersu1_79758	IPR016163; IPR015590; IPR016160; IPR016162; IPR016161; IPR010061	Aldehyde dehydrogenase, C-terminal; Aldehyde dehydrogenase domain; Aldehyde dehydrogenase, cysteine active site; Aldehyde dehydrogenase, N-terminal; Aldehyde/histidinol dehydrogenase; Methylmalonate-semialdehyde dehydrogenase	1.2.1.18,1.2.1.27	22	K00140	K00140	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	
P56216	VaoA	Vanillyl-alcohol oxidase (EC 1.1.3.38)	Vanillyl-alcohol oxidase (EC 1.1.3.38) (4-allylphenol oxidase) (Aryl-alcohol oxidase)	P56216		IPR036318; IPR016169; IPR016167; IPR016170; IPR016164; IPR004113; IPR016166; IPR016171; IPR006094	FAD-binding, type PCMH-like superfamily; FAD-binding, type PCMH, subdomain 2; FAD-binding, type PCMH, subdomain 1; Cytokinin dehydrogenase, C-terminal domain superfamily; FAD-linked oxidase-like, C-terminal; FAD-binding oxidoreductase/transferase, type 4, C-terminal; FAD-binding domain, PCMH-type; Vanillyl-alcohol oxidase, C-terminal subdomain 2; FAD linked oxidase, N-terminal	N/A	92	K05797	K20153	Penicillium simplicissimum	69488	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5073	
Phchr4_2_6226447	Pc-ALDH1	Aromatic aldehyde dehydrogenase		NA	Phchr2_2981181	IPR015590; IPR016161; IPR016160; IPR029510; IPR016163; IPR016162	Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Aldehyde dehydrogenase, cysteine active site; Aldehyde dehydrogenase, glutamic acid active site; Aldehyde dehydrogenase, C-terminal; Aldehyde dehydrogenase, N-terminal	1.2.1.3	22	K00128	K00128	Phanerodontia chrysosporium RP-78 (Phanerochaete chrysosporium)	273507	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 396331, 2492674, 2822231, 273507	
Phchr4_2_6217600	Pc-ALDH2	Aromatic aldehyde dehydrogenase		NA	Phchr2_137014	IPR029510; IPR016162; IPR016160; IPR015590; IPR016161; IPR016163	Aldehyde dehydrogenase, glutamic acid active site; Aldehyde dehydrogenase, N-terminal; Aldehyde dehydrogenase, cysteine active site; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Aldehyde dehydrogenase, C-terminal	1.2.1.3	22	K00128	K00128	Phanerodontia chrysosporium RP-78 (Phanerochaete chrysosporium)	273507	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 396331, 2492674, 2822231, 273507	
Q4W9H2	CtfG	Gentisate-like gene cluster C6 transcription factor (evidence limited to its presence in a gene cluster)	C6 transcription factor, putative	Q4W9H2	Afu4g01510	IPR036864; IPR001138; IPR050987; IPR007219	Zn(2)-C6 fungal-type DNA-binding domain superfamily; Zn(2)Cys(6) fungal-type DNA-binding domain; ABC-transporter-regulating transcription factor-like; Xylanolytic transcriptional activator, regulatory domain	N/A	101	N/A	N/A	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720872, 746128	
Q4W9H0	FphG	Fumarylpyruvate hydrolase (evidence limited to its presence in a gene cluster)	Fumarylacetoacetate hydrolase family protein	Q4W9H0	Afu4g01490	IPR011234; IPR036663	Fumarylacetoacetase-like, C-terminal; Fumarylacetoacetase-like, C-terminal domain superfamily	N/A	13	N/A	N/A	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720872, 746128	
